time,.linear.x,.linear.y,.linear.z,.angular.x,.angular.y,.angular.z
2016/05/14/16:16:48.779400,1.0,0.0,0.0,0.0,0.0,0.1
2016/05/14/16:16:48.829397,1.0,0.0,0.0,0.0,0.0,0.1
2016/05/14/16:16:48.879429,1.0,0.0,0.0,0.0,0.0,0.1
2016/05/14/16:16:48.929353,1.0,0.0,0.0,0.0,0.0,0.1
2016/05/14/16:16:48.979458,1.0,0.0,0.0,0.0,0.0,0.1
2016/05/14/16:16:49.029362,1.0,0.0,0.0,0.0,0.0,0.1
2016/05/14/16:16:49.079383,1.0,0.0,0.0,0.0,0.0,0.1
2016/05/14/16:16:49.129381,1.0,0.0,0.0,0.0,0.0,0.1
2016/05/14/16:16:49.179438,1.0,0.0,0.0,0.0,0.0,0.1
2016/05/14/16:16:49.229494,1.0,0.0,0.0,0.0,0.0,0.1
2016/05/14/16:16:49.279409,1.0,0.0,0.0,0.0,0.0,0.1
2016/05/14/16:16:49.329433,1.0,0.0,0.0,0.0,0.0,0.1
2016/05/14/16:16:49.379435,1.0,0.0,0.0,0.0,0.0,0.1
2016/05/14/16:16:49.429289,1.0,0.0,0.0,0.0,0.0,0.1
2016/05/14/16:16:49.479373,1.0,0.0,0.0,0.0,0.0,0.1
2016/05/14/16:16:49.529355,1.0,0.0,0.0,0.0,0.0,0.1
2016/05/14/16:16:49.579371,1.0,0.0,0.0,0.0,0.0,0.1
2016/05/14/16:16:49.629508,1.0,0.0,0.0,0.0,0.0,0.1
2016/05/14/16:16:49.679394,1.0,0.0,0.0,0.0,0.0,0.1
2016/05/14/16:16:49.729388,1.0,0.0,0.0,0.0,0.0,0.1
2016/05/14/16:16:49.779416,1.0,0.0,0.0,0.0,0.0,0.1
2016/05/14/16:16:49.829431,1.0,0.0,0.0,0.0,0.0,0.1
2016/05/14/16:16:49.879405,1.0,0.0,0.0,0.0,0.0,0.1
2016/05/14/16:16:49.929358,1.0,0.0,0.0,0.0,0.0,0.1
2016/05/14/16:16:49.979402,1.0,0.0,0.0,0.0,0.0,0.1
2016/05/14/16:16:50.029349,1.0,0.0,0.0,0.0,0.0,0.1
2016/05/14/16:16:50.079375,1.0,0.0,0.0,0.0,0.0,0.1
2016/05/14/16:16:50.129392,1.0,0.0,0.0,0.0,0.0,0.1
2016/05/14/16:16:50.179474,1.0,0.0,0.0,0.0,0.0,0.1
2016/05/14/16:16:50.229340,1.0,0.0,0.0,0.0,0.0,0.1
2016/05/14/16:16:50.279435,1.0,0.0,0.0,0.0,0.0,0.1
2016/05/14/16:16:50.329393,1.0,0.0,0.0,0.0,0.0,0.1
2016/05/14/16:16:50.379375,1.0,0.0,0.0,0.0,0.0,0.1
2016/05/14/16:16:50.429337,0.0,0.0,0.0,0.0,0.0,0.0
2016/05/14/16:16:50.479333,0.0,0.0,0.0,0.0,0.0,0.0
2016/05/14/16:16:50.529315,0.0,0.0,0.0,0.0,0.0,0.0
2016/05/14/16:16:50.579308,0.0,0.0,0.0,0.0,0.0,0.0
2016/05/14/16:16:50.629294,0.0,0.0,0.0,0.0,0.0,0.0
2016/05/14/16:16:50.679410,0.0,0.0,0.0,0.0,0.0,0.0
2016/05/14/16:16:50.729350,0.0,0.0,0.0,0.0,0.0,0.0
2016/05/14/16:16:50.779439,0.0,0.0,0.0,0.0,0.0,0.0
2016/05/14/16:16:50.829528,0.0,0.0,0.0,0.0,0.0,0.0
2016/05/14/16:16:50.879492,0.0,0.0,0.0,0.0,0.0,0.0
2016/05/14/16:16:50.929495,0.0,0.0,0.0,0.0,0.0,0.0
2016/05/14/16:16:50.979416,0.0,0.0,0.0,0.0,0.0,0.0
2016/05/14/16:16:51.029441,0.0,0.0,0.0,0.0,0.0,0.0
2016/05/14/16:16:51.079425,0.0,0.0,0.0,0.0,0.0,0.0
2016/05/14/16:16:51.129554,0.0,0.0,0.0,0.0,0.0,0.0
2016/05/14/16:16:51.179437,0.0,0.0,0.0,0.0,0.0,0.0
2016/05/14/16:16:51.229364,0.0,0.0,0.0,0.0,0.0,0.0
2016/05/14/16:16:51.279584,0.0,0.0,0.0,0.0,0.0,0.0
2016/05/14/16:16:51.329549,0.0,0.0,0.0,0.0,0.0,0.0
2016/05/14/16:16:51.379391,0.0,0.0,0.0,0.0,0.0,0.0
